PORO MATRIX,PERMX MATRIX (mD),PORO CRACK,PERMX CRACK (mD),OIL RATE 0 (SM3/DAY),OIL RATE 1 (SM3/DAY),OIL RATE 2 (SM3/DAY),OIL RATE 3 (SM3/DAY),OIL RATE 4 (SM3/DAY),OIL RATE 5 (SM3/DAY),OIL RATE 6 (SM3/DAY),OIL RATE 7 (SM3/DAY),OIL RATE 8 (SM3/DAY),OIL RATE 9 (SM3/DAY),OIL RATE 10 (SM3/DAY),OIL RATE 11 (SM3/DAY),OIL RATE 12 (SM3/DAY),OIL RATE 13 (SM3/DAY),OIL RATE 14 (SM3/DAY),OIL RATE 15 (SM3/DAY),OIL RATE 16 (SM3/DAY),OIL RATE 17 (SM3/DAY),OIL RATE 18 (SM3/DAY),OIL RATE 19 (SM3/DAY),OIL RATE 20 (SM3/DAY),OIL RATE 21 (SM3/DAY),OIL RATE 22 (SM3/DAY),OIL RATE 23 (SM3/DAY),OIL RATE 24 (SM3/DAY),OIL RATE 25 (SM3/DAY),OIL RATE 26 (SM3/DAY),OIL RATE 27 (SM3/DAY),OIL RATE 28 (SM3/DAY),OIL RATE 29 (SM3/DAY),OIL RATE 30 (SM3/DAY),OIL RATE 31 (SM3/DAY),OIL RATE 32 (SM3/DAY),OIL RATE 33 (SM3/DAY),OIL RATE 34 (SM3/DAY),OIL RATE 35 (SM3/DAY),OIL RATE 36 (SM3/DAY),OIL RATE 37 (SM3/DAY),OIL RATE 38 (SM3/DAY),OIL RATE 39 (SM3/DAY),OIL RATE 40 (SM3/DAY),OIL RATE 41 (SM3/DAY),OIL RATE 42 (SM3/DAY),OIL RATE 43 (SM3/DAY),OIL RATE 44 (SM3/DAY),OIL RATE 45 (SM3/DAY),OIL RATE 46 (SM3/DAY),OIL RATE 47 (SM3/DAY),OIL RATE 48 (SM3/DAY),OIL RATE 49 (SM3/DAY),OIL RATE 50 (SM3/DAY),OIL RATE 51 (SM3/DAY),OIL RATE 52 (SM3/DAY),OIL RATE 53 (SM3/DAY),OIL RATE 54 (SM3/DAY),OIL RATE 55 (SM3/DAY),OIL RATE 56 (SM3/DAY),OIL RATE 57 (SM3/DAY),OIL RATE 58 (SM3/DAY),OIL RATE 59 (SM3/DAY),OIL RATE 60 (SM3/DAY)
0.220875,7.3155,0.01270625,262.0625,0,170.5326,152.8456,136.5574,122.1284,109.3977,98.09655,88.06329,79.15762,71.39812,64.43835,58.17025,52.54821,47.49199,42.94218,38.84326,35.15176,31.82554,28.82578,26.11844,23.6732,21.46332,19.46548,13.36915,26.2061,41.32833,56.35961,71.10767,85.41029,99.15698,112.2228,124.5052,135.9507,146.6192,156.5159,165.5966,174.0586,182.0004,189.5052,196.5354,203.1125,209.2973,215.0532,220.2575,224.9184,229.0956,232.7561,235.8657,238.404,240.3514,241.6249,242.2285,242.0714,241.1121,239.123,236.1827,232.3156,227.459,221.6026,214.7425,206.753
0.166,3.0385,0.0093875,1692.875,0,346.0197,224.8658,150.3455,102.776,70.65665,48.75101,33.75254,23.44579,25.97107,87.6936,145.3791,188.5267,213.1584,229.2661,243.1273,253.9447,261.4832,266.152,268.2406,268.0996,265.963,262.2761,257.3235,251.3266,244.3591,236.6007,228.2405,219.3381,210.1418,200.7761,191.4244,182.1424,173.0717,164.2867,155.8085,147.678,139.9721,132.6491,125.6367,119.037,112.8623,107.0123,101.4287,96.14563,91.16722,86.42445,82.01795,77.49441,73.31391,70.00514,66.22779,62.26218,58.58868,54.7518,51.92189,49.38266,46.77369,44.28007,41.93687,39.60197
0.183875,5.79125,0.0446,1549.0625,0,547.0718,155.7614,46.82512,15.93904,159.5047,271.8138,332.9347,367.5632,387.2542,397.5776,400.9049,398.347,391.0287,380.6041,368.7626,357.021,345.8199,335.5725,326.2569,317.753,309.9008,302.4669,295.3074,288.3708,281.5908,274.9018,268.3177,261.8241,255.3861,249.0243,242.7721,236.6002,230.5392,224.5898,218.7488,213.0343,207.4499,202.0152,196.7235,191.5676,186.5332,181.6138,176.8409,172.2312,167.7148,163.0005,158.5869,154.3631,149.3736,144.5444,139.8143,134.6627,128.8383,121.794,114.5467,108.9291,103.6677,98.57927,93.59437,88.47092
0.22325,6.212125,0.03183125,1727,0,659.5946,267.0351,117.8189,53.10731,24.29548,56.16865,173.1422,258.7969,315.0611,351.1651,371.6851,379.2131,376.9317,369.0306,359.1417,349.383,340.654,332.8441,325.7962,319.231,313.0407,307.0606,301.1488,295.3036,289.5418,283.8342,278.1227,272.4257,266.7803,261.1553,255.5563,250.0245,244.5262,239.0498,233.6135,228.2348,222.9135,217.6461,212.4536,207.3066,202.2277,197.2104,192.2444,187.3969,182.5177,177.4039,172.7436,167.9504,162.3704,157.2041,152.3233,146.7232,140.384,132.8298,125.504,119.9069,114.5049,109.2951,104.019,98.69334
0.169375,8.282375,0.01788125,1358.9375,0,469.1352,249.6381,140.956,80.27899,46.19201,26.76834,15.61162,82.50726,167.93,230.061,275.4333,305.6708,322.339,329.8682,332.3955,332.3417,330.3527,327.1094,322.755,317.4363,311.4658,305.027,298.1541,290.9278,283.3503,275.52,267.4244,259.0172,250.3338,241.259,231.7475,221.7709,211.2714,200.3176,189.0345,177.696,166.4736,155.612,145.2243,135.394,126.2298,117.6393,109.6279,102.1793,95.24191,88.81481,82.90986,77.42649,72.18555,67.15971,62.68585,58.75968,54.56086,50.67234,47.51572,44.65451,41.88025,39.05656,36.10985,33.07243
0.193125,7.326875,0.018275,886.0625,0,425.0066,282.1175,190.4648,130.8611,90.30385,62.54584,43.50041,30.40849,21.32771,19.5981,79.34267,135.4926,181.0036,218.7977,249.0452,270.9397,285.3706,294.8422,301.2962,305.8122,308.625,310.0344,310.102,308.9279,306.6555,303.5097,299.5718,295.0296,289.9307,284.2392,278.1428,271.6412,264.7291,257.4947,249.8814,241.8832,233.4745,224.6428,215.4153,205.7581,195.8501,185.7718,175.6563,165.7345,156.0625,146.8039,137.9601,129.6246,121.8189,114.478,107.507,101.0016,94.92873,89.27681,84.02457,78.99873,74.20741,70.03699,66.05554,61.71871
0.195,5.757125,0.02474375,1273.625,0,545.9038,277.3577,151.313,83.44005,46.6111,26.21886,37.61574,134.5717,211.8146,267.025,306.7878,332.7446,345.5124,348.3586,345.6639,340.5721,334.7771,328.9363,322.9149,316.7974,310.6034,304.2766,297.851,291.3437,284.7535,278.0634,271.3358,264.5535,257.6969,250.7891,243.8028,236.7262,229.6002,222.4153,215.1698,207.8848,200.6121,193.3569,186.1683,179.0776,172.1471,165.4007,158.8677,152.5087,146.3851,140.4675,134.5834,129.0228,124.0847,118.3567,112.8644,108.0825,103.3561,97.98673,91.96767,85.13511,80.32242,76.31366,72.14748,68.05923
0.21175,1.992,0.01248125,1234.625,0,363.5556,257.6166,186.3061,137.5992,102.3529,76.45664,57.2792,42.99848,32.35081,24.40032,18.43682,35.14299,88.0157,132.6352,169.7115,193.8025,205.9114,214.164,222.1095,229.1269,234.5843,238.2635,240.3764,241.1094,240.6353,239.0683,236.3653,232.9923,228.9429,224.3028,219.3054,214.018,208.4987,202.7985,197.0013,191.1718,185.376,179.6269,173.9774,168.4489,163.0445,157.7396,152.5506,147.6055,142.7599,137.9863,133.4238,128.9847,124.6884,120.481,115.9667,112.2165,108.6164,104.592,100.3613,96.14275,91.75314,88.39098,85.14568,82.19864
0.18225,4.3125,0.0420125,1536.875,0,536.9733,161.5338,51.20029,18.19048,151.6341,263.142,326.3674,363.2732,384.8515,395.6956,398.0805,393.3534,383.3558,370.3935,356.5981,343.4087,331.2994,320.4997,310.8549,302.1089,294.0053,286.4096,279.1208,272.0647,265.22,258.5257,251.9648,245.5333,239.22,233.0393,226.9896,221.0774,215.3037,209.665,204.1756,198.8428,193.659,188.6059,183.6867,178.9247,174.3157,169.8208,165.4781,161.2123,156.789,152.7454,148.8055,144.0944,139.6517,135.4585,130.7418,125.2779,118.5182,112.2954,107.5448,102.8597,98.37196,93.94433,89.30698,84.87899
0.15325,3.92575,0.01169375,1680.6875,0,378.4023,217.627,129.9025,79.76959,49.26228,30.64361,19.13468,74.04054,153.567,212.1991,250.2993,268.6573,278.8374,286.0654,290.5891,292.0273,291.0306,287.8603,283.2103,277.3962,270.5771,262.9241,254.5428,245.5326,235.9404,225.821,215.3144,204.6006,193.8844,183.269,172.8527,162.8238,153.2286,144.1014,135.4874,127.3663,119.7179,112.5506,105.844,99.56891,93.66873,88.03897,82.73383,77.75574,73.11723,68.88438,64.3074,60.29675,57.19268,53.55616,49.78666,46.28256,43.01566,40.22469,37.90259,35.502,33.21047,31.02091,28.90677,27.03645
0.209875,5.7685,0.02721875,1756.25,0,613.3307,262.1669,121.1255,57.11842,27.26758,53.46166,166.09,251.3858,308.6227,344.4586,363.1369,367.9431,363.6236,355.3371,346.309,337.9705,330.3325,323.2402,316.5566,310.1239,303.7997,297.5057,291.3022,285.1337,278.9601,272.809,266.6683,260.5338,254.4182,248.304,242.2053,236.0867,229.951,223.8241,217.738,211.6559,205.5919,199.5423,193.569,187.6978,181.909,176.2296,170.6769,165.224,159.6966,154.6611,149.5439,143.6849,138.3956,133.529,128.0274,121.9898,114.9508,108.134,103.1212,98.27826,93.37543,88.61422,83.74184,79.21767
0.192875,3.846125,0.02980625,237.6875,0,251.6764,208.7291,172.0433,142.2328,117.7635,97.65034,81.10035,67.43707,56.11726,47.10071,39.56191,33.2525,27.96733,23.58914,19.92927,18.3517,45.06965,75.91934,103.5418,128.3373,151.1585,172.1507,191.4111,208.7716,223.8983,236.5164,246.3876,253.5998,258.6966,262.4296,265.2671,267.409,268.9545,269.9075,270.3279,270.0935,269.2565,267.8564,265.8192,263.2103,260.0274,256.3377,252.092,247.4086,242.2311,236.5833,230.605,224.318,217.7212,210.8506,203.7596,196.563,189.3037,181.9712,174.6054,167.3796,160.2716,153.2372,146.4491,139.8644
0.1605,5.177,0.0244625,1354.0625,0,479.2133,215.6584,103.8012,50.86485,25.22322,48.75288,163.4015,246.9814,302.7376,338.926,357.9864,362.5494,357.8816,349.1583,339.538,330.3851,321.6669,313.2825,305.0836,296.9312,288.803,280.6172,272.3791,264.0616,255.6264,247.1325,238.5303,229.8434,221.1004,212.2963,203.5029,194.7465,186.0744,177.5884,169.3563,161.3734,153.6529,146.2742,139.2238,132.4924,126.05,119.9494,114.187,108.667,103.2099,98.32411,93.57362,88.23026,83.79439,79.72078,75.18292,70.33397,64.80362,60.06363,56.83721,53.49251,50.11423,46.90049,43.78954,40.85599
0.22275,7.235875,0.0438125,834.875,0,658.4814,328.2538,175.4059,94.84263,52.03086,28.7958,16.07268,81.77682,168.1822,234.7284,284.601,321.1057,347.632,366.5388,378.9283,385.1901,386.0041,382.4042,376.0498,368.3261,360.2414,352.2963,344.7206,337.6011,330.8748,324.436,318.2846,312.3152,306.4096,300.5811,294.825,289.1128,283.3916,277.6921,272.0122,266.3262,260.6568,255.0208,249.4153,243.8478,238.3261,232.8824,227.5174,222.1981,216.9679,211.8559,206.8282,201.8914,197.0584,192.2746,187.5951,183.0492,178.3413,173.6984,169.5145,164.6153,159.4886,154.2461,149.2038,143.5495
0.224625,5.0405,0.036725,452.1875,0,461.0041,323.5866,231.2102,166.1376,119.8709,86.7803,62.97704,45.91813,33.63971,24.68802,18.16093,35.95643,87.80111,136.9084,177.6774,211.9063,241.3337,266.6494,288.0506,305.2411,317.6371,325.3089,328.9636,329.6429,328.4443,326.2356,323.3786,320.1365,316.4975,312.5737,308.4178,303.953,299.2695,294.4046,289.3456,284.1405,278.8087,273.3728,267.8546,262.258,256.5983,250.8588,245.0838,239.2935,233.479,227.6803,221.8866,216.1092,210.3411,204.6348,198.9885,193.4102,187.9354,182.5559,177.2212,171.9765,166.8881,161.9566,156.9973,151.8915
0.19325,6.65575,0.0203,357.125,0,272.4993,220.4022,177.6583,143.9482,116.8395,95.07206,77.45557,63.2033,52.12501,43.0361,35.56752,29.42326,24.38315,20.24414,16.82431,20.83368,52.30881,83.79345,111.9652,137.6772,161.2357,182.6909,201.9898,218.5577,232.0206,242.6371,251.278,258.3947,264.4381,269.5931,273.8238,277.2508,279.7904,281.4354,282.2213,282.1664,281.2199,279.4852,276.8851,273.4947,269.2199,264.1541,258.2607,251.5674,244.104,235.8853,226.9527,217.2852,207.1811,196.5708,185.7981,174.9037,164.206,153.8484,143.7158,134.1346,125.2838,117.0396,109.278,102.1371
0.198,1.8555,0.0219875,1602.6875,0,524.258,251.4141,132.6491,71.16604,38.68655,21.18504,38.40514,131.3902,212.489,270.5659,307.3551,322.4683,320.5139,310.0293,297.5051,286.0039,276.0714,267.3441,259.3951,251.8766,244.7297,237.71,230.8746,224.2064,217.7277,211.4461,205.3347,199.4193,193.661,188.0778,182.6532,177.3915,172.2846,167.3389,162.5732,157.947,153.4544,149.1112,144.9212,140.8438,136.863,132.9782,129.1265,125.7169,121.8547,117.8456,114.7189,111.4511,107.4907,103.1569,98.06643,94.67662,91.77569,88.86649,85.96625,83.02557,80.27346,77.80096,75.51645,73.23713
0.1625,3.175,0.039875,627.6875,0,478.6577,249.4299,138.1917,77.31543,43.80901,25.04371,36.42256,120.1008,196.7818,255.4354,299.1372,331.5472,355.0717,370.4221,377.4846,376.7939,370.0471,359.4377,347.1799,334.637,322.6094,311.3193,300.8279,291.0217,281.7932,273.0355,264.6557,256.5953,248.7809,241.1819,233.7879,226.5479,219.4911,212.6369,205.933,199.3906,193.0335,186.8461,180.8342,175.0209,169.4084,163.978,158.7305,153.666,148.767,144.036,139.5133,135.1267,130.6381,126.4075,122.6726,118.1695,113.8522,109.8737,105.9582,101.4761,95.75647,89.38713,85.18272,81.59115
0.201,3.732375,0.04049375,571.625,0,519.5229,311.3524,194.4073,122.482,77.61559,49.61502,31.92485,20.64468,26.80718,90.69888,157.3951,212.028,255.0752,289.1844,316.2988,337.2292,351.6551,359.2974,360.6676,357.2214,350.6254,342.5248,333.9511,325.4737,317.2896,309.4785,301.9861,294.786,287.8069,281.0033,274.3618,267.8577,261.4654,255.1896,248.9959,242.8886,236.8847,230.9817,225.1844,219.4787,213.8965,208.4379,203.0924,197.8531,192.7467,187.7681,182.9128,178.1723,173.5549,169.0427,164.6537,160.3733,155.9204,151.8093,148.0366,143.4091,138.8771,134.5719,130.3333,125.6119
0.185625,2.6745,0.01754375,381.5,0,221.5653,185.9694,154.8091,129.2017,108.0668,90.56498,76.0134,63.89656,53.77932,45.62333,38.73595,32.90984,27.97345,23.7916,20.26174,17.28374,16.3284,42.63819,71.66846,97.92329,122.2727,144.6846,164.2779,179.1815,189.4719,196.9619,203.2302,209.0542,214.4379,219.2043,223.2762,226.5754,229.0806,230.7403,231.5771,231.6286,230.8826,229.4283,227.2711,224.4504,220.9437,216.8028,212.1208,206.9719,201.4293,195.5468,189.3616,182.9916,176.5255,170.0155,163.4736,156.9796,150.6139,144.3703,138.2879,132.3805,126.6561,121.1331,115.8551,110.7754
0.16875,8.7715,0.03633125,776.375,0,518.2056,256.0325,132.8191,69.81916,37.20267,19.99345,89.71249,180.0046,247.0165,295.0234,329.2538,353.623,370.123,379.5676,382.5525,380.4073,374.8785,367.6005,359.6154,351.552,343.5933,335.8663,328.1999,320.6526,313.117,305.4839,297.8333,290.0465,282.1114,274.0665,265.8193,257.4519,248.9572,240.2965,231.5347,222.6377,213.6807,204.6839,195.6225,186.6092,177.7284,168.989,160.5025,152.3174,144.4168,136.8825,129.7361,122.9226,116.4446,110.351,104.6101,99.16497,93.87775,88.90112,84.63423,80.11056,75.609,71.49916,67.85416,63.95609
0.192625,2.447,0.01540625,1780.625,0,467.357,255.2958,147.1862,87.96747,52.95773,32.08627,19.52794,74.7486,158.1929,219.7791,262.0827,280.7838,285.434,285.3571,284.2542,282.3867,279.414,275.3625,270.3983,264.8078,258.7785,252.3441,245.6327,238.7857,231.8299,224.8308,217.811,210.8267,203.8852,197.0318,190.3096,183.7275,177.2807,170.9922,164.9267,159.0646,153.3258,147.8257,142.5379,137.4184,132.4556,127.6987,123.0917,118.8366,114.3342,109.7951,106.1746,102.3762,98.10171,93.65646,88.71826,85.00336,81.89555,78.90462,75.89529,72.87812,70.00069,67.37641,64.95641,62.6563
0.220625,8.3165,0.0138875,1631.9375,0,513.1989,320.3017,204.8848,134.0225,88.13448,58.22811,38.68494,25.79953,17.27645,59.29876,128.0846,181.6473,223.8879,253.8487,273.5186,287.0757,297.1486,304.5551,309.3047,311.878,312.8344,312.3574,310.5949,307.9158,304.5973,300.7702,296.4766,291.7722,286.7561,281.4561,275.9414,270.2382,264.3034,258.1535,251.7982,245.1582,238.206,230.944,223.3017,215.2141,206.6793,197.759,188.6286,179.3679,170.1083,161.0122,152.2132,143.7913,135.8394,128.2772,121.0763,114.2482,107.7614,101.9608,96.29712,90.38805,85.17605,80.55928,75.92487,71.1228
0.15925,7.29275,0.02114375,1383.3125,0,470.6484,224.6621,113.6558,58.30523,30.26979,15.8542,101.7853,198.1025,264.3274,309.4326,337.2195,349.8641,351.9629,348.6268,343.1632,336.8741,330.2955,323.3354,316.069,308.5652,300.834,292.9151,284.7883,276.4521,267.9317,259.1626,250.193,240.9429,231.34,221.4179,211.2043,200.6984,190.0475,179.4666,169.045,158.8865,149.1982,139.9934,131.2057,123.0046,115.2964,108.0853,101.2747,94.92421,89.00913,83.42573,78.08625,73.25491,68.96452,63.9929,59.7821,56.1544,52.72797,48.71728,45.17675,41.55937,38.16809,35.60109,33.1978,30.92652
0.204625,7.61125,0.0294125,1458.875,0,611.011,272.118,129.7581,63.06829,31.02606,15.44552,104.4346,204.2178,273.8161,320.2868,350.56,367.4525,373.0522,370.6591,364.0294,356.0595,348.1469,340.7786,333.8219,327.2276,320.7762,314.4678,308.2184,301.9535,295.6845,289.4095,283.102,276.7287,270.3392,263.9474,257.4883,250.9924,244.4864,237.9313,231.3146,224.6814,218.0417,211.3758,204.6935,198.0319,191.4128,184.8722,178.4206,172.0769,165.8894,159.895,153.9951,148.0565,142.7369,137.1641,131.0937,125.467,120.3138,114.5775,108.2524,100.6816,93.80747,88.69597,83.81887,79.06074
0.23,8.74875,0.042125,786.125,0,657.3094,349.1113,196.6652,111.773,64.3878,37.37993,21.85348,35.64576,115.9762,189.3312,245.8754,288.3125,320.0092,343.8094,361.1797,372.7234,378.5023,379.5082,376.8954,372.0278,365.9601,359.4549,352.9295,346.5668,340.4126,334.5217,328.7572,323.0706,317.4916,311.9757,306.4057,300.847,295.3078,289.7266,284.0923,278.4231,272.7516,267.0211,261.2739,255.5328,249.764,243.9979,238.2384,232.5213,226.8584,221.1979,215.5943,210.0622,204.6152,199.2351,193.9061,188.629,183.5094,178.54,173.4846,168.2933,163.6627,158.8343,153.4103,148.0204
